,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,full_text,full_text_cleaned,scores_sum,sentences,scores
37,37,3.0,0.2351,"drive, full, level, 2, musk, elon, year, call, 5, claim","['drive', 'expert', 'warn', 'danger', 'car', 'alleg', 'hit', 'run', 'driver', 'claim', 'struck', 'young', 'nurs', 'lawyer', 'say', 'technolog', 'offer', 'defenc', 'courtroom', '9new']","Driving experts have warned of the dangers of autonomous cars, after an alleged hit-run driver claimed her Tesla was on autopilot when it struck a young nurse.

Lawyers say the technology offers no defence in the courtroom. @lanamurphy #9News https://t.co/x8GhtPXkaW",drive expert warn danger car alleg hit run driver claim struck young nurs lawyer say technolog offer defenc courtroom 9new,-0.996,"['Driving experts have warned of the dangers of autonomous cars, after an alleged hit-run driver claimed her Tesla was on autopilot when it struck a young nurse.', 'Lawyers say the technology offers no defence in the courtroom.']","[-0.992, -0.999]"
38,38,0.0,0.2742,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['driver', 'alway', 'suppos', 'control', 'near', 'drive', 'realli', 'use', 'around', 'inner', 'citi', 'suburb', '100', 'fault', 'blame', 'anyth']","@LudicrousFeed @elonmusk @Tesla Autopilot or not. The driver is always supposed to be in control, autopilot is no where near autonomous driving and shouldn't really be used around those inner city suburbs. It's 100% her fault and blaming autopilot won't do anything for her.",driver alway suppos control near drive realli use around inner citi suburb 100 fault blame anyth,-0.978,"['Autopilot or not.', ""The driver is always supposed to be in control, autopilot is no where near autonomous driving and shouldn't really be used around those inner city suburbs."", ""It's 100% her fault and blaming autopilot won't do anything for her.""]","[-0.942, -0.993, -1.0]"
39,39,1.0,0.2866,"fsd, system, semi, amp, drive, tsla, softwar, safeti, compani, test","['distinct', 'put', 'merced', 'semi', 'system', 'mile', 'ahead', 'general', 'motor', 'supercruis', 'concept', 'system', 'drive', 'pilot', 'alreadi', 'approv', 'use', 'german', 'highway', 'merc']",This distinction puts Mercedes' semi-autonomous system miles ahead of Tesla's AutoPilot or General Motors' SuperCruise. And it's not just a concept system. Drive Pilot has already been approved for use on all German highways. Merce…https://t.co/kOt1QORARC https://t.co/mXxFAXnh9c,distinct put merced semi system mile ahead general motor supercruis concept system drive pilot alreadi approv use german highway merc,0.996,"[""This distinction puts Mercedes' semi-autonomous system miles ahead of Tesla's AutoPilot or General Motors' SuperCruise."", ""And it's not just a concept system."", 'Drive Pilot has already been approved for use on all German highways.', 'Merce…https://t.co/kOt1QORARC']","[0.999, 0.994, 1.0, 0.993]"
40,40,0.0,0.2703,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['say', 'enhanc', 'full', 'self', 'drive', 'capabl', 'intend', 'use', 'fulli', 'attent', 'driver', 'hand', 'wheel', 'prepar', 'take', 'moment', 'current', 'enabl', 'featur', 'make', 'vehicl']","@ilovetariffs @Wedbush @michaelsantoli @JPMorganAM @CitronResearch @PowerLunch @UBS @rbccm @BlackRock @business @FoxBusiness @CNN TESLA says this 

""Autopilot, Enhanced Autopilot and Full self driving Capability are intended for use with a fully attentive driver, who has their hands on the wheel and is prepared to take over at any moment. The currently enabled features do not make the vehicle autonomous.""",say enhanc full self drive capabl intend use fulli attent driver hand wheel prepar take moment current enabl featur make vehicl,-0.004,"['TESLA says this ""Autopilot, Enhanced Autopilot and Full self driving Capability are intended for use with a fully attentive driver, who has their hands on the wheel and is prepared to take over at any moment.', 'The currently enabled features do not make the vehicle autonomous.""']","[0.993, -1.0]"
41,41,3.0,0.2314,"drive, full, level, 2, musk, elon, year, call, 5, claim","['drive', 'expert', 'warn', 'danger', 'car', 'alleg', 'hit', 'run', 'driver', 'claim', 'struck', 'young', 'nurs', 'read', 'drivenowmag', 'drivenow', 'news', 'taxicab', 'taxi', 'taxinew', 'evehicl', 'ecar', 'smartcar']","Driving experts have warned of the dangers of autonomous cars after an alleged hit-run driver claimed her Tesla was on autopilot when it struck a young nurse. Read more: https://t.co/03vkD1WYw1
#drivenowmag #drivenow #news #taxicab #taxi #taxinews #evehicles #ecars #smartcars https://t.co/xy8SIGW82Y",drive expert warn danger car alleg hit run driver claim struck young nurs read drivenowmag drivenow news taxicab taxi taxinew evehicl ecar smartcar,-0.118,"['Driving experts have warned of the dangers of autonomous cars after an alleged hit-run driver claimed her Tesla was on autopilot when it struck a young nurse.', 'Read more: drivenowmag drivenow news taxicab taxi taxinews evehicles ecars smartcars']","[-0.986, 0.749]"
42,42,3.0,0.2205,"drive, full, level, 2, musk, elon, year, call, 5, claim","['discoveri', 'complet', 'wang', 'et', 'al', 'v', 'inc', 'case', 'pend', 'new', 'york', 'year', 'market', 'claim', 'tsla', 'lawyer', 'say', 'believ', 'pufferi']","Discovery is complete in Wang et al v. Tesla, Inc., an Autopilot case that has been pending in New York for years. As for those Autopilot marketing claims, $TSLA's lawyers say you shouldn't believe any of them. They're just ""puffery.""

https://t.co/EzehxWVxit https://t.co/q6H6IgdbMk",discoveri complet wang et al v inc case pend new york year market claim tsla lawyer say believ pufferi,-0.075,"['Discovery is complete in Wang et al v.', 'Tesla, Inc., an Autopilot case that has been pending in New York for years.', ""As for those Autopilot marketing claims, $TSLA's lawyers say you shouldn't believe any of them."", 'They\'re just ""puffery.""']","[0.999, 0.692, -0.998, -0.992]"
43,43,4.0,0.2281,"car, vehicl, featur, make, road, requir, mile, current, accid, 1","['one', 'thing', 'sure', 'car', 'cut', 'rash', 'manner', 'need', 'car', 'throughout', 'fleet']",@wadeanderson One thing is for sure: if that other car was on Autopilot then it wouldn't cut you off in that rash manner which is why we need autonomous cars throughout the fleet; not just Tesla.,one thing sure car cut rash manner need car throughout fleet,-0.993,"[""One thing is for sure: if that other car was on Autopilot then it wouldn't cut you off in that rash manner which is why we need autonomous cars throughout the fleet; not just Tesla.""]",[-0.993]
44,44,3.0,0.2481,"drive, full, level, 2, musk, elon, year, call, 5, claim","['say', 'full', 'self', 'drive', 'refer', 'packag', 'includ', '5', 'list', 'featur', 'fulli', 'vehicl']",@TeslaTruckClub @TeslaLisa @terjeholden When he says “full self-driving” he’s referring to the Tesla autopilot package that includes the 5 listed features… not a fully autonomous vehicle…,say full self drive refer packag includ 5 list featur fulli vehicl,-0.998,['When he says “full self-driving” he’s referring to the Tesla autopilot package that includes the 5 listed features… not a fully autonomous vehicle…'],[-0.998]
45,45,0.0,0.2069,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['want', 'technic', 'complet', 'agre', 'navig', 'amaz', 'featur', 'bare', 'anyth']","@SnowQuentin @Tesla If you want to be technical it is not autonomous, but completely agree :) Navigate on Autopilot is an amazing feature. You barely have to do anything at all",want technic complet agre navig amaz featur bare anyth,0.013,"['If you want to be technical it is not autonomous, but completely agree :) Navigate on Autopilot is an amazing feature.', 'You barely have to do anything at all']","[0.999, -0.974]"
46,46,0.0,0.272,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['need', 'stop', 'advertis', 'basic', 'cruis', 'control', 'driver', 'still', 'need', 'keep', 'hand', 'wheel', 'awar', 'surround', 'give', 'fals', 'assumpt', 'car', 'musk', 'deliv', 'reliabl']",@KarenLeeAlex Tesla needs to stop advertising this as autopilot.  Basically it is cruise control and the driver still needs to keep their hands on the wheel and aware of their surroundings.  Autopilot gives a false assumption that the car is autonomous which Musk can't deliver reliably.,need stop advertis basic cruis control driver still need keep hand wheel awar surround give fals assumpt car musk deliv reliabl,-0.459,"['Tesla needs to stop advertising this as autopilot.', 'Basically it is cruise control and the driver still needs to keep their hands on the wheel and aware of their surroundings.', ""Autopilot gives a false assumption that the car is autonomous which Musk can't deliver reliably.""]","[-0.994, 0.618, -1.0]"
47,47,4.0,0.2492,"car, vehicl, featur, make, road, requir, mile, current, accid, 1","['fsd', 'vehicl', '2', 'differ', 'thing', 'fsd', 'packag', 'provid', 'certain', 'featur', 'full', 'autonomi', 'think', 'go', 'featur', 'sold', 'within', 'lifetim', 'car', 'might', 'disappoint']","@m_liiiiii @elonmusk @WholeMarsBlog Tesla FSD and Autonomous vehicles are 2 very different things. FSD is just a Tesla autopilot package that provides certain features, NOT full autonomy. If you think your Tesla is going to do more than the features sold within the lifetime of your car, you might be disappointed",fsd vehicl 2 differ thing fsd packag provid certain featur full autonomi think go featur sold within lifetim car might disappoint,-0.821,"['Tesla FSD and Autonomous vehicles are 2 very different things.', 'FSD is just a Tesla autopilot package that provides certain features, NOT full autonomy.', 'If you think your Tesla is going to do more than the features sold within the lifetime of your car, you might be disappointed']","[-0.883, -0.997, -0.582]"
48,48,2.0,0.241,"robot, ai, crash, startup, selfdriv, tech, selfdrivingcar, autonomousvehicl, technolog, driverless","['fire', 'employe', 'post', 'video', 'show', 'car', 'full', 'self', 'drive', 'beta', 'drive', 'straight', 'pole', 'crash', 'fakeselfdriv', 'autosafeti']","#Tesla has fired an #autopilot employee after he posted a video showing his car with Full Self Driving Beta driving straight into a pole and crashing. 
#FakeSelfDriving #autonomous #autosafety
https://t.co/TlzagC4aB3",fire employe post video show car full self drive beta drive straight pole crash fakeselfdriv autosafeti,-0.999,['Tesla has fired an autopilot employee after he posted a video showing his car with Full Self Driving Beta driving straight into a pole and crashing.'],[-0.999]
49,49,0.0,0.2363,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['drive', 'creat', 'encor', 'plus', 'de', 'bouchon', 'accord', 'elon', 'musk', 'elon', 'musk', 'certain', 'l', 'aggrav', 'problem', 'bouchon', 'th']","Tesla : autonomous driving will create encore plus de bouchons, according to Elon Musk https://t.co/TeT6ZbvZQp 
Elon Musk in this certain : l'Autopilot will aggravate the problems of bouchons on th...",drive creat encor plus de bouchon accord elon musk elon musk certain l aggrav problem bouchon th,0.997,"[""Tesla : autonomous driving will create encore plus de bouchons, according to Elon Musk Elon Musk in this certain : l'Autopilot will aggravate the problems of bouchons on th...""]",[0.997]
50,50,2.0,0.3636,"robot, ai, crash, startup, selfdriv, tech, selfdrivingcar, autonomousvehicl, technolog, driverless","['respons', 'kill', 'someon', 'selfdrivingcar', 'ai', 'iot', '5g', 'autonomousvehicl', 'robot', 'startup', 'startup', 'smartciti', 'travel', 'tech', 'technolog', 'transporta']","RT @sectest9: RT @guidaautonoma: Who's responsible if a #Tesla on autopilot kills someone?

https://t.co/IyCayuIJ9N
#SelfDrivingCars #AI #IoT #5G #AutonomousVehicles #autonomous #Robots #startup #startups #SmartCity #Travel #tech #technology #Transporta… https://t.co/hHlUf4n8CB",respons kill someon selfdrivingcar ai iot 5g autonomousvehicl robot startup startup smartciti travel tech technolog transporta,-0.999,"[""RT RT Who's responsible if a Tesla on autopilot kills someone?""]",[-0.999]
51,51,0.0,0.3434,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['fact', 'alway', 'case', 'mani', 'airplan', 'auto', 'pilot', 'airplan', 'auto', 'pilot', 'make', 'airplan', 'basic', 'one', 'noth', 'cruis', 'control']","@Shugar1301 @Reuters It is in fact what has always been the case both with Tesla’s Autopilot and with many airplane auto pilots.

Airplane auto pilots do NOT make airplanes autonomous, and basic ones are nothing more than cruise control.

https://t.co/oHmhlV4njW",fact alway case mani airplan auto pilot airplan auto pilot make airplan basic one noth cruis control,-0.001,"['It is in fact what has always been the case both with Tesla’s Autopilot and with many airplane auto pilots.', 'Airplane auto pilots do NOT make airplanes autonomous, and basic ones are nothing more than cruise control.']","[0.997, -0.999]"
52,52,1.0,0.2274,"fsd, system, semi, amp, drive, tsla, softwar, safeti, compani, test","['vw', 'friend', 'suspect', 'licens', 'ev', 'see', 'prep', 'like', 'look', 'van', 'vw', 'make', 'great', 'cabin', 'awhil', 'ev', 'grade']",@Teslarati @Writer_01001101 VW is very friendly with Tesla. I suspect they will license Autopilot for their EV’s. That’s what I see them prepping for. I like the looks of that van. VW has been making great cabins for awhile. That’s what autonomous EV will be graded on.,vw friend suspect licens ev see prep like look van vw make great cabin awhil ev grade,0.674,"['VW is very friendly with Tesla.', 'I suspect they will license Autopilot for their EV’s.', 'That’s what I see them prepping for.', 'I like the looks of that van.', 'VW has been making great cabins for awhile.', 'That’s what autonomous EV will be graded on.']","[0.998, -0.947, 0.998, 0.999, 0.999, 0.997]"
